genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date
Klebsiella,pneumoniae,SRR5386454,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2011-12-15,NA
Klebsiella,pneumoniae,SRR5386456,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2011-12-12,NA
Klebsiella,pneumoniae,SRR5386468,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-07-21,NA
Klebsiella,pneumoniae,SRR5386469,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-07-26,NA
Klebsiella,pneumoniae,SRR5386476,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-07-22,NA
Klebsiella,pneumoniae,SRR5386479,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-07-22,NA
Klebsiella,pneumoniae,SRR5386486,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-09-24,NA
Klebsiella,pneumoniae,SRR5386492,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-07-16,NA
Klebsiella,pneumoniae,SRR5386498,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-09-21,NA
Klebsiella,pneumoniae,SRR5386503,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-06-11,NA
Klebsiella,pneumoniae,SRR5386504,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-06-02,NA
Klebsiella,pneumoniae,SRR5386507,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-06-06,NA
Klebsiella,pneumoniae,SRR5386511,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-06-06,NA
Klebsiella,pneumoniae,SRR5386520,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-05-28,NA
Klebsiella,pneumoniae,SRR5386524,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-05-26,NA
Klebsiella,pneumoniae,SRR5386532,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-05-17,NA
Klebsiella,pneumoniae,SRR5386537,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-05-12,NA
Klebsiella,pneumoniae,SRR5386538,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-05-09,NA
Klebsiella,pneumoniae,SRR5386540,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-05-15,NA
Klebsiella,pneumoniae,SRR5386542,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-05-09,NA
Klebsiella,pneumoniae,SRR5386547,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-05-15,NA
Klebsiella,pneumoniae,SRR5386552,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-05-07,NA
Klebsiella,pneumoniae,SRR5386555,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-04-26,NA
Klebsiella,pneumoniae,SRR5386556,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-04-26,NA
Klebsiella,pneumoniae,SRR5386563,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-04-11,NA
Klebsiella,pneumoniae,SRR5386568,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-04-15,NA
Klebsiella,pneumoniae,SRR5386573,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-04-09,NA
Klebsiella,pneumoniae,SRR5386574,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-04-11,NA
Klebsiella,pneumoniae,SRR5386591,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-03-28,NA
Klebsiella,pneumoniae,SRR5386595,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-04-11,NA
Klebsiella,pneumoniae,SRR5386596,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-04-05,NA
Klebsiella,pneumoniae,SRR5386599,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-04-06,NA
Klebsiella,pneumoniae,SRR5386600,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-04-09,NA
Klebsiella,pneumoniae,SRR5386601,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-04-08,NA
Klebsiella,pneumoniae,SRR5386602,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-04-02,NA
Klebsiella,pneumoniae,SRR5386614,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-08-08,NA
Klebsiella,pneumoniae,SRR5386615,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-07-28,NA
Klebsiella,pneumoniae,SRR5386622,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-07-24,NA
Klebsiella,pneumoniae,SRR5386623,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-07-19,NA
Klebsiella,pneumoniae,SRR5386627,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-07-25,NA
Klebsiella,pneumoniae,SRR5386629,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-07-23,NA
Klebsiella,pneumoniae,SRR5386630,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-07-22,NA
Klebsiella,pneumoniae,SRR5386636,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-08-11,NA
Klebsiella,pneumoniae,SRR5386637,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-06-25,NA
Klebsiella,pneumoniae,SRR5386638,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-08-10,NA
Klebsiella,pneumoniae,SRR5386644,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-07-07,NA
Klebsiella,pneumoniae,SRR5386654,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-29,NA
Klebsiella,pneumoniae,SRR5386656,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-29,NA
Klebsiella,pneumoniae,SRR5386660,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-27,NA
Klebsiella,pneumoniae,SRR5386661,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-30,NA
Klebsiella,pneumoniae,SRR5386666,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-06-02,NA
Klebsiella,pneumoniae,SRR5386668,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-06-09,NA
Klebsiella,pneumoniae,SRR5386675,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-27,NA
Klebsiella,pneumoniae,SRR5386682,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-06-03,NA
Klebsiella,pneumoniae,SRR5386699,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-06-15,NA
Klebsiella,pneumoniae,SRR5386700,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-01,NA
Klebsiella,pneumoniae,SRR5386701,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-13,NA
Klebsiella,pneumoniae,SRR5386706,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-11,NA
Klebsiella,pneumoniae,SRR5386720,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-09,NA
Klebsiella,pneumoniae,SRR5386721,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-13,NA
Klebsiella,pneumoniae,SRR5386724,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-14,NA
Klebsiella,pneumoniae,SRR5386742,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-10,NA
Klebsiella,pneumoniae,SRR5386743,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-15,NA
Klebsiella,pneumoniae,SRR5386748,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-06,NA
Klebsiella,pneumoniae,SRR5386749,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-07,NA
Klebsiella,pneumoniae,SRR5386755,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-07,NA
Klebsiella,pneumoniae,SRR5386756,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-17,NA
Klebsiella,pneumoniae,SRR5386758,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-13,NA
Klebsiella,pneumoniae,SRR5386759,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-04-27,NA
Klebsiella,pneumoniae,SRR5386761,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-05-01,NA
Klebsiella,pneumoniae,SRR5386765,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-04-28,NA
Klebsiella,pneumoniae,SRR5386770,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-04-28,NA
Klebsiella,pneumoniae,SRR5386776,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-04-23,NA
Klebsiella,pneumoniae,SRR5386784,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-04-20,NA
Klebsiella,pneumoniae,SRR5386785,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-04-20,NA
Klebsiella,pneumoniae,SRR5386796,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-04-18,NA
Klebsiella,pneumoniae,SRR5386802,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-03-27,NA
Klebsiella,pneumoniae,SRR5386806,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-03-27,NA
Klebsiella,pneumoniae,SRR5386811,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-03-24,NA
Klebsiella,pneumoniae,SRR5386812,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-03-26,NA
Klebsiella,pneumoniae,SRR5386814,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-04-05,NA
Klebsiella,pneumoniae,SRR5386820,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-04-06,NA
Klebsiella,pneumoniae,SRR5386827,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-04-03,NA
Klebsiella,pneumoniae,SRR5386828,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-04-01,NA
Klebsiella,pneumoniae,SRR5386830,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-04-03,NA
Klebsiella,pneumoniae,SRR5386831,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-04-03,NA
Klebsiella,pneumoniae,SRR5386842,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-03-13,NA
Klebsiella,pneumoniae,SRR5386843,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-03-03,NA
Klebsiella,pneumoniae,SRR5386844,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-03-07,NA
Klebsiella,pneumoniae,SRR5386846,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-03-23,NA
Klebsiella,pneumoniae,SRR5386848,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-03-23,NA
Klebsiella,pneumoniae,SRR5386852,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-03-09,NA
Klebsiella,pneumoniae,SRR5386924,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-03-06,NA
Klebsiella,pneumoniae,SRR5386925,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-03-15,NA
Klebsiella,pneumoniae,SRR5386926,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-03-11,NA
Klebsiella,pneumoniae,SRR5386945,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-02-22,NA
Klebsiella,pneumoniae,SRR5386955,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-01-27,NA
Klebsiella,pneumoniae,SRR5386958,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-02-12,NA
Klebsiella,pneumoniae,SRR5386959,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-02-08,NA
Klebsiella,pneumoniae,SRR5386967,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-02-13,NA
Klebsiella,pneumoniae,SRR5386968,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-02-07,NA
Klebsiella,pneumoniae,SRR5386969,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-02-13,NA
Klebsiella,pneumoniae,SRR5386970,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-02-14,NA
Klebsiella,pneumoniae,SRR5386976,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-01-19,NA
Klebsiella,pneumoniae,SRR5386982,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-01-23,NA
Klebsiella,pneumoniae,SRR5386984,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-01-22,NA
Klebsiella,pneumoniae,SRR5386998,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-03-29,NA
Klebsiella,pneumoniae,SRR5386999,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-03-23,NA
Klebsiella,pneumoniae,SRR5387001,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-03-23,NA
Klebsiella,pneumoniae,SRR5387003,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-03-22,NA
Klebsiella,pneumoniae,SRR5387007,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-03-12,NA
Klebsiella,pneumoniae,SRR5387021,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-03-04,NA
Klebsiella,pneumoniae,SRR5387023,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-03-04,NA
Klebsiella,pneumoniae,SRR5387025,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-02-27,NA
Klebsiella,pneumoniae,SRR5387027,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-02-20,NA
Klebsiella,pneumoniae,SRR5387029,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-02-19,NA
Klebsiella,pneumoniae,SRR5387031,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-02-16,NA
Klebsiella,pneumoniae,SRR5387033,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-02-15,NA
Klebsiella,pneumoniae,SRR5387037,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-01-30,NA
Klebsiella,pneumoniae,SRR5387156,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-05-01,NA
Klebsiella,pneumoniae,SRR5387159,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-04-30,NA
Klebsiella,pneumoniae,SRR5387161,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-04-30,NA
Klebsiella,pneumoniae,SRR5387162,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-05-06,NA
Klebsiella,pneumoniae,SRR5387164,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-05-01,NA
Klebsiella,pneumoniae,SRR5387168,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-04-27,NA
Klebsiella,pneumoniae,SRR5387169,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-04-26,NA
Klebsiella,pneumoniae,SRR5387175,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-04-26,NA
Klebsiella,pneumoniae,SRR5387179,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-04-04,NA
Klebsiella,pneumoniae,SRR5387184,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-03-28,NA
Klebsiella,pneumoniae,SRR5387191,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-03-25,NA
Klebsiella,pneumoniae,SRR5387193,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-04-10,NA
Klebsiella,pneumoniae,SRR5387197,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-04-12,NA
Klebsiella,pneumoniae,SRR5387199,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-04-16,NA
Klebsiella,pneumoniae,SRR5387200,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-03-26,NA
Klebsiella,pneumoniae,SRR5387210,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-04-14,NA
Klebsiella,pneumoniae,SRR5387211,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-04-03,NA
Klebsiella,pneumoniae,SRR5387212,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-03-15,NA
Klebsiella,pneumoniae,SRR5387214,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-03-15,NA
Klebsiella,pneumoniae,SRR5387221,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-03-17,NA
Klebsiella,pneumoniae,SRR5387222,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-03-09,NA
Klebsiella,pneumoniae,SRR5387223,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-03-02,NA
Klebsiella,pneumoniae,SRR5387224,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-03-13,NA
Klebsiella,pneumoniae,SRR5387227,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-03-05,NA
Klebsiella,pneumoniae,SRR5387229,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-03-11,NA
Klebsiella,pneumoniae,SRR5387234,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-03-08,NA
Klebsiella,pneumoniae,SRR5387241,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-02-27,NA
Klebsiella,pneumoniae,SRR5387245,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-20,NA
Klebsiella,pneumoniae,SRR5387247,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-15,NA
Klebsiella,pneumoniae,SRR5387249,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-23,NA
Klebsiella,pneumoniae,SRR5387254,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-03-16,NA
Klebsiella,pneumoniae,SRR5387258,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-29,NA
Klebsiella,pneumoniae,SRR5387260,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-15,NA
Klebsiella,pneumoniae,SRR5387261,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-10,NA
Klebsiella,pneumoniae,SRR5387268,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-30,NA
Klebsiella,pneumoniae,SRR5387270,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-02-03,NA
Klebsiella,pneumoniae,SRR5387277,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-23,NA
Klebsiella,pneumoniae,SRR5387280,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-13,NA
Klebsiella,pneumoniae,SRR5387282,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-14,NA
Klebsiella,pneumoniae,SRR5387284,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-15,NA
Klebsiella,pneumoniae,SRR5387287,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-13,NA
Klebsiella,pneumoniae,SRR5387288,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-19,NA
Klebsiella,pneumoniae,SRR5387293,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-14,NA
Klebsiella,pneumoniae,SRR5387294,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-31,NA
Klebsiella,pneumoniae,SRR5387295,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-22,NA
Klebsiella,pneumoniae,SRR5387296,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2013-01-13,NA
Klebsiella,pneumoniae,SRR5387299,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-22,NA
Klebsiella,pneumoniae,SRR5387307,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-02-21,NA
Klebsiella,pneumoniae,SRR5387310,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-02-23,NA
Klebsiella,pneumoniae,SRR5387311,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-02-23,NA
Klebsiella,pneumoniae,SRR5387313,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-02-16,NA
Klebsiella,pneumoniae,SRR5387315,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-02-14,NA
Klebsiella,pneumoniae,SRR5387321,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-02-11,NA
