dataset,accession,assembly_path,status
training,SRR5827097,data/camda_amr_2025/processed/assemblies/train/SRR5827097.fasta,missing
training,SRR5827099,data/camda_amr_2025/processed/assemblies/train/SRR5827099.fasta,missing
training,SRR5827103,data/camda_amr_2025/processed/assemblies/train/SRR5827103.fasta,missing
training,SRR5827104,data/camda_amr_2025/processed/assemblies/train/SRR5827104.fasta,missing
training,SRR5827111,data/camda_amr_2025/processed/assemblies/train/SRR5827111.fasta,missing
training,SRR5827112,data/camda_amr_2025/processed/assemblies/train/SRR5827112.fasta,missing
training,SRR5827115,data/camda_amr_2025/processed/assemblies/train/SRR5827115.fasta,missing
training,SRR5827116,data/camda_amr_2025/processed/assemblies/train/SRR5827116.fasta,missing
training,SRR5827117,data/camda_amr_2025/processed/assemblies/train/SRR5827117.fasta,missing
training,SRR5827118,data/camda_amr_2025/processed/assemblies/train/SRR5827118.fasta,missing
training,SRR5827119,data/camda_amr_2025/processed/assemblies/train/SRR5827119.fasta,missing
training,SRR5827120,data/camda_amr_2025/processed/assemblies/train/SRR5827120.fasta,missing
training,SRR5827124,data/camda_amr_2025/processed/assemblies/train/SRR5827124.fasta,missing
training,SRR5827125,data/camda_amr_2025/processed/assemblies/train/SRR5827125.fasta,missing
training,SRR5827126,data/camda_amr_2025/processed/assemblies/train/SRR5827126.fasta,missing
training,SRR5827137,data/camda_amr_2025/processed/assemblies/train/SRR5827137.fasta,missing
training,SRR5827138,data/camda_amr_2025/processed/assemblies/train/SRR5827138.fasta,missing
training,SRR5827141,data/camda_amr_2025/processed/assemblies/train/SRR5827141.fasta,missing
training,SRR5827142,data/camda_amr_2025/processed/assemblies/train/SRR5827142.fasta,missing
training,SRR5827143,data/camda_amr_2025/processed/assemblies/train/SRR5827143.fasta,missing
training,SRR5827145,data/camda_amr_2025/processed/assemblies/train/SRR5827145.fasta,missing
training,SRR5827148,data/camda_amr_2025/processed/assemblies/train/SRR5827148.fasta,missing
training,SRR5827149,data/camda_amr_2025/processed/assemblies/train/SRR5827149.fasta,missing
training,SRR5827150,data/camda_amr_2025/processed/assemblies/train/SRR5827150.fasta,missing
training,SRR5827151,data/camda_amr_2025/processed/assemblies/train/SRR5827151.fasta,missing
training,SRR5827152,data/camda_amr_2025/processed/assemblies/train/SRR5827152.fasta,missing
training,SRR5827154,data/camda_amr_2025/processed/assemblies/train/SRR5827154.fasta,missing
training,SRR5827157,data/camda_amr_2025/processed/assemblies/train/SRR5827157.fasta,missing
training,SRR5827159,data/camda_amr_2025/processed/assemblies/train/SRR5827159.fasta,missing
training,SRR5827160,data/camda_amr_2025/processed/assemblies/train/SRR5827160.fasta,missing
training,SRR5827162,data/camda_amr_2025/processed/assemblies/train/SRR5827162.fasta,missing
training,SRR5827163,data/camda_amr_2025/processed/assemblies/train/SRR5827163.fasta,missing
training,SRR5827164,data/camda_amr_2025/processed/assemblies/train/SRR5827164.fasta,missing
training,SRR5827165,data/camda_amr_2025/processed/assemblies/train/SRR5827165.fasta,missing
training,SRR5827166,data/camda_amr_2025/processed/assemblies/train/SRR5827166.fasta,missing
training,SRR5827169,data/camda_amr_2025/processed/assemblies/train/SRR5827169.fasta,missing
training,SRR5827172,data/camda_amr_2025/processed/assemblies/train/SRR5827172.fasta,missing
training,SRR5827173,data/camda_amr_2025/processed/assemblies/train/SRR5827173.fasta,missing
training,SRR5827178,data/camda_amr_2025/processed/assemblies/train/SRR5827178.fasta,missing
training,SRR5827180,data/camda_amr_2025/processed/assemblies/train/SRR5827180.fasta,missing
training,SRR5827183,data/camda_amr_2025/processed/assemblies/train/SRR5827183.fasta,missing
training,SRR5827184,data/camda_amr_2025/processed/assemblies/train/SRR5827184.fasta,missing
training,SRR5827188,data/camda_amr_2025/processed/assemblies/train/SRR5827188.fasta,missing
training,SRR5827189,data/camda_amr_2025/processed/assemblies/train/SRR5827189.fasta,missing
training,SRR5827190,data/camda_amr_2025/processed/assemblies/train/SRR5827190.fasta,missing
training,SRR5827193,data/camda_amr_2025/processed/assemblies/train/SRR5827193.fasta,missing
training,SRR5827194,data/camda_amr_2025/processed/assemblies/train/SRR5827194.fasta,missing
training,SRR5827197,data/camda_amr_2025/processed/assemblies/train/SRR5827197.fasta,missing
training,SRR5827201,data/camda_amr_2025/processed/assemblies/train/SRR5827201.fasta,missing
training,SRR5827202,data/camda_amr_2025/processed/assemblies/train/SRR5827202.fasta,missing
training,SRR5827207,data/camda_amr_2025/processed/assemblies/train/SRR5827207.fasta,missing
training,SRR5827208,data/camda_amr_2025/processed/assemblies/train/SRR5827208.fasta,missing
training,SRR5827210,data/camda_amr_2025/processed/assemblies/train/SRR5827210.fasta,missing
training,SRR5827211,data/camda_amr_2025/processed/assemblies/train/SRR5827211.fasta,missing
training,SRR5827212,data/camda_amr_2025/processed/assemblies/train/SRR5827212.fasta,missing
training,SRR5827213,data/camda_amr_2025/processed/assemblies/train/SRR5827213.fasta,missing
training,SRR5827214,data/camda_amr_2025/processed/assemblies/train/SRR5827214.fasta,missing
training,SRR5827215,data/camda_amr_2025/processed/assemblies/train/SRR5827215.fasta,missing
training,SRR5827217,data/camda_amr_2025/processed/assemblies/train/SRR5827217.fasta,missing
training,SRR5827221,data/camda_amr_2025/processed/assemblies/train/SRR5827221.fasta,missing
training,SRR5827222,data/camda_amr_2025/processed/assemblies/train/SRR5827222.fasta,missing
training,SRR5827224,data/camda_amr_2025/processed/assemblies/train/SRR5827224.fasta,missing
training,SRR5827229,data/camda_amr_2025/processed/assemblies/train/SRR5827229.fasta,missing
training,SRR5827231,data/camda_amr_2025/processed/assemblies/train/SRR5827231.fasta,missing
training,SRR5827232,data/camda_amr_2025/processed/assemblies/train/SRR5827232.fasta,missing
training,SRR5827235,data/camda_amr_2025/processed/assemblies/train/SRR5827235.fasta,missing
training,SRR5827236,data/camda_amr_2025/processed/assemblies/train/SRR5827236.fasta,missing
training,SRR5827237,data/camda_amr_2025/processed/assemblies/train/SRR5827237.fasta,missing
training,SRR5827238,data/camda_amr_2025/processed/assemblies/train/SRR5827238.fasta,missing
training,SRR5827240,data/camda_amr_2025/processed/assemblies/train/SRR5827240.fasta,missing
training,SRR5827252,data/camda_amr_2025/processed/assemblies/train/SRR5827252.fasta,missing
training,SRR5827255,data/camda_amr_2025/processed/assemblies/train/SRR5827255.fasta,missing
training,SRR5827257,data/camda_amr_2025/processed/assemblies/train/SRR5827257.fasta,missing
training,SRR5827260,data/camda_amr_2025/processed/assemblies/train/SRR5827260.fasta,missing
training,SRR5827264,data/camda_amr_2025/processed/assemblies/train/SRR5827264.fasta,missing
training,SRR5827271,data/camda_amr_2025/processed/assemblies/train/SRR5827271.fasta,missing
training,SRR5827272,data/camda_amr_2025/processed/assemblies/train/SRR5827272.fasta,missing
training,SRR5827275,data/camda_amr_2025/processed/assemblies/train/SRR5827275.fasta,missing
training,SRR5827279,data/camda_amr_2025/processed/assemblies/train/SRR5827279.fasta,missing
training,SRR5827280,data/camda_amr_2025/processed/assemblies/train/SRR5827280.fasta,missing
training,SRR5827284,data/camda_amr_2025/processed/assemblies/train/SRR5827284.fasta,missing
training,SRR5827285,data/camda_amr_2025/processed/assemblies/train/SRR5827285.fasta,missing
training,SRR5827286,data/camda_amr_2025/processed/assemblies/train/SRR5827286.fasta,missing
training,SRR5827287,data/camda_amr_2025/processed/assemblies/train/SRR5827287.fasta,missing
training,SRR5827288,data/camda_amr_2025/processed/assemblies/train/SRR5827288.fasta,missing
training,SRR5827291,data/camda_amr_2025/processed/assemblies/train/SRR5827291.fasta,missing
training,SRR5827293,data/camda_amr_2025/processed/assemblies/train/SRR5827293.fasta,missing
training,SRR5827294,data/camda_amr_2025/processed/assemblies/train/SRR5827294.fasta,missing
training,SRR5827296,data/camda_amr_2025/processed/assemblies/train/SRR5827296.fasta,missing
training,SRR5827299,data/camda_amr_2025/processed/assemblies/train/SRR5827299.fasta,missing
training,SRR5827300,data/camda_amr_2025/processed/assemblies/train/SRR5827300.fasta,missing
training,SRR5827301,data/camda_amr_2025/processed/assemblies/train/SRR5827301.fasta,missing
training,SRR5827303,data/camda_amr_2025/processed/assemblies/train/SRR5827303.fasta,missing
training,SRR5827305,data/camda_amr_2025/processed/assemblies/train/SRR5827305.fasta,missing
training,SRR5827306,data/camda_amr_2025/processed/assemblies/train/SRR5827306.fasta,missing
training,SRR5827313,data/camda_amr_2025/processed/assemblies/train/SRR5827313.fasta,missing
training,SRR5827317,data/camda_amr_2025/processed/assemblies/train/SRR5827317.fasta,missing
training,SRR5827318,data/camda_amr_2025/processed/assemblies/train/SRR5827318.fasta,missing
training,SRR5827322,data/camda_amr_2025/processed/assemblies/train/SRR5827322.fasta,missing
training,SRR5827325,data/camda_amr_2025/processed/assemblies/train/SRR5827325.fasta,missing
training,SRR5827327,data/camda_amr_2025/processed/assemblies/train/SRR5827327.fasta,missing
training,SRR5827329,data/camda_amr_2025/processed/assemblies/train/SRR5827329.fasta,missing
training,SRR5827331,data/camda_amr_2025/processed/assemblies/train/SRR5827331.fasta,missing
training,SRR5827334,data/camda_amr_2025/processed/assemblies/train/SRR5827334.fasta,missing
training,SRR5827335,data/camda_amr_2025/processed/assemblies/train/SRR5827335.fasta,missing
training,SRR5827337,data/camda_amr_2025/processed/assemblies/train/SRR5827337.fasta,missing
training,SRR5827339,data/camda_amr_2025/processed/assemblies/train/SRR5827339.fasta,missing
training,SRR5827340,data/camda_amr_2025/processed/assemblies/train/SRR5827340.fasta,missing
training,SRR5827341,data/camda_amr_2025/processed/assemblies/train/SRR5827341.fasta,missing
training,SRR5827342,data/camda_amr_2025/processed/assemblies/train/SRR5827342.fasta,missing
training,SRR5827344,data/camda_amr_2025/processed/assemblies/train/SRR5827344.fasta,missing
training,SRR5827347,data/camda_amr_2025/processed/assemblies/train/SRR5827347.fasta,missing
training,SRR5827348,data/camda_amr_2025/processed/assemblies/train/SRR5827348.fasta,missing
training,SRR5827350,data/camda_amr_2025/processed/assemblies/train/SRR5827350.fasta,missing
training,SRR5827352,data/camda_amr_2025/processed/assemblies/train/SRR5827352.fasta,missing
training,SRR5827353,data/camda_amr_2025/processed/assemblies/train/SRR5827353.fasta,missing
training,SRR5827354,data/camda_amr_2025/processed/assemblies/train/SRR5827354.fasta,missing
training,SRR5827359,data/camda_amr_2025/processed/assemblies/train/SRR5827359.fasta,missing
training,SRR5827360,data/camda_amr_2025/processed/assemblies/train/SRR5827360.fasta,missing
training,SRR5827364,data/camda_amr_2025/processed/assemblies/train/SRR5827364.fasta,missing
training,SRR5827366,data/camda_amr_2025/processed/assemblies/train/SRR5827366.fasta,missing
training,SRR5827368,data/camda_amr_2025/processed/assemblies/train/SRR5827368.fasta,missing
training,SRR5827370,data/camda_amr_2025/processed/assemblies/train/SRR5827370.fasta,missing
training,SRR5827371,data/camda_amr_2025/processed/assemblies/train/SRR5827371.fasta,missing
training,SRR5827372,data/camda_amr_2025/processed/assemblies/train/SRR5827372.fasta,missing
training,SRR5827374,data/camda_amr_2025/processed/assemblies/train/SRR5827374.fasta,missing
training,SRR5827376,data/camda_amr_2025/processed/assemblies/train/SRR5827376.fasta,missing
training,SRR5827379,data/camda_amr_2025/processed/assemblies/train/SRR5827379.fasta,missing
training,SRR5827380,data/camda_amr_2025/processed/assemblies/train/SRR5827380.fasta,missing
training,SRR5827383,data/camda_amr_2025/processed/assemblies/train/SRR5827383.fasta,missing
training,SRR5827384,data/camda_amr_2025/processed/assemblies/train/SRR5827384.fasta,missing
training,SRR5827385,data/camda_amr_2025/processed/assemblies/train/SRR5827385.fasta,missing
training,SRR5827387,data/camda_amr_2025/processed/assemblies/train/SRR5827387.fasta,missing
training,SRR5827391,data/camda_amr_2025/processed/assemblies/train/SRR5827391.fasta,missing
training,SRR5827393,data/camda_amr_2025/processed/assemblies/train/SRR5827393.fasta,missing
training,SRR5827395,data/camda_amr_2025/processed/assemblies/train/SRR5827395.fasta,missing
training,SRR5827396,data/camda_amr_2025/processed/assemblies/train/SRR5827396.fasta,missing
training,SRR5827398,data/camda_amr_2025/processed/assemblies/train/SRR5827398.fasta,missing
training,SRR5827399,data/camda_amr_2025/processed/assemblies/train/SRR5827399.fasta,missing
training,SRR5827401,data/camda_amr_2025/processed/assemblies/train/SRR5827401.fasta,missing
training,SRR5827402,data/camda_amr_2025/processed/assemblies/train/SRR5827402.fasta,missing
training,SRR5827403,data/camda_amr_2025/processed/assemblies/train/SRR5827403.fasta,missing
training,SRR5827404,data/camda_amr_2025/processed/assemblies/train/SRR5827404.fasta,missing
training,SRR5827411,data/camda_amr_2025/processed/assemblies/train/SRR5827411.fasta,missing
training,SRR5827412,data/camda_amr_2025/processed/assemblies/train/SRR5827412.fasta,missing
training,SRR5862467,data/camda_amr_2025/processed/assemblies/train/SRR5862467.fasta,missing
training,SRR5862468,data/camda_amr_2025/processed/assemblies/train/SRR5862468.fasta,missing
training,SRR5862472,data/camda_amr_2025/processed/assemblies/train/SRR5862472.fasta,missing
training,SRR5862475,data/camda_amr_2025/processed/assemblies/train/SRR5862475.fasta,missing
training,SRR5862477,data/camda_amr_2025/processed/assemblies/train/SRR5862477.fasta,missing
training,SRR5862478,data/camda_amr_2025/processed/assemblies/train/SRR5862478.fasta,missing
training,SRR5891472,data/camda_amr_2025/processed/assemblies/train/SRR5891472.fasta,missing
training,SRR5891473,data/camda_amr_2025/processed/assemblies/train/SRR5891473.fasta,missing
training,SRR5891475,data/camda_amr_2025/processed/assemblies/train/SRR5891475.fasta,missing
training,SRR5891477,data/camda_amr_2025/processed/assemblies/train/SRR5891477.fasta,missing
training,SRR5891479,data/camda_amr_2025/processed/assemblies/train/SRR5891479.fasta,missing
training,SRR5891481,data/camda_amr_2025/processed/assemblies/train/SRR5891481.fasta,missing
training,SRR5891485,data/camda_amr_2025/processed/assemblies/train/SRR5891485.fasta,missing
training,SRR5891486,data/camda_amr_2025/processed/assemblies/train/SRR5891486.fasta,missing
training,SRR5891487,data/camda_amr_2025/processed/assemblies/train/SRR5891487.fasta,missing
training,SRR5891491,data/camda_amr_2025/processed/assemblies/train/SRR5891491.fasta,missing
training,SRR5891492,data/camda_amr_2025/processed/assemblies/train/SRR5891492.fasta,missing
training,SRR5891493,data/camda_amr_2025/processed/assemblies/train/SRR5891493.fasta,missing
training,SRR5891495,data/camda_amr_2025/processed/assemblies/train/SRR5891495.fasta,missing
training,SRR5891499,data/camda_amr_2025/processed/assemblies/train/SRR5891499.fasta,missing
training,SRR5901125,data/camda_amr_2025/processed/assemblies/train/SRR5901125.fasta,missing
training,SRR5901126,data/camda_amr_2025/processed/assemblies/train/SRR5901126.fasta,missing
training,SRR5901129,data/camda_amr_2025/processed/assemblies/train/SRR5901129.fasta,missing
training,SRR5901132,data/camda_amr_2025/processed/assemblies/train/SRR5901132.fasta,missing
training,SRR5901134,data/camda_amr_2025/processed/assemblies/train/SRR5901134.fasta,missing
training,SRR5901135,data/camda_amr_2025/processed/assemblies/train/SRR5901135.fasta,missing
training,SRR5901137,data/camda_amr_2025/processed/assemblies/train/SRR5901137.fasta,missing
training,SRR5901138,data/camda_amr_2025/processed/assemblies/train/SRR5901138.fasta,missing
training,SRR5901139,data/camda_amr_2025/processed/assemblies/train/SRR5901139.fasta,missing
training,SRR5973236,data/camda_amr_2025/processed/assemblies/train/SRR5973236.fasta,missing
training,SRR5973237,data/camda_amr_2025/processed/assemblies/train/SRR5973237.fasta,missing
training,SRR5973238,data/camda_amr_2025/processed/assemblies/train/SRR5973238.fasta,missing
training,SRR5973239,data/camda_amr_2025/processed/assemblies/train/SRR5973239.fasta,missing
training,SRR5973241,data/camda_amr_2025/processed/assemblies/train/SRR5973241.fasta,missing
training,SRR5973244,data/camda_amr_2025/processed/assemblies/train/SRR5973244.fasta,missing
training,SRR5973252,data/camda_amr_2025/processed/assemblies/train/SRR5973252.fasta,missing
training,SRR5973254,data/camda_amr_2025/processed/assemblies/train/SRR5973254.fasta,missing
training,SRR5973255,data/camda_amr_2025/processed/assemblies/train/SRR5973255.fasta,missing
training,SRR5973258,data/camda_amr_2025/processed/assemblies/train/SRR5973258.fasta,missing
training,SRR5973264,data/camda_amr_2025/processed/assemblies/train/SRR5973264.fasta,missing
training,SRR5973266,data/camda_amr_2025/processed/assemblies/train/SRR5973266.fasta,missing
training,SRR5973267,data/camda_amr_2025/processed/assemblies/train/SRR5973267.fasta,missing
training,SRR5973268,data/camda_amr_2025/processed/assemblies/train/SRR5973268.fasta,missing
training,SRR5973276,data/camda_amr_2025/processed/assemblies/train/SRR5973276.fasta,missing
training,SRR5973279,data/camda_amr_2025/processed/assemblies/train/SRR5973279.fasta,missing
training,SRR5973290,data/camda_amr_2025/processed/assemblies/train/SRR5973290.fasta,missing
training,SRR5973296,data/camda_amr_2025/processed/assemblies/train/SRR5973296.fasta,missing
training,SRR5973300,data/camda_amr_2025/processed/assemblies/train/SRR5973300.fasta,missing
training,SRR5973304,data/camda_amr_2025/processed/assemblies/train/SRR5973304.fasta,missing
training,SRR5973307,data/camda_amr_2025/processed/assemblies/train/SRR5973307.fasta,missing
training,SRR5973314,data/camda_amr_2025/processed/assemblies/train/SRR5973314.fasta,missing
training,SRR5973315,data/camda_amr_2025/processed/assemblies/train/SRR5973315.fasta,missing
training,SRR5973318,data/camda_amr_2025/processed/assemblies/train/SRR5973318.fasta,missing
training,SRR5973320,data/camda_amr_2025/processed/assemblies/train/SRR5973320.fasta,missing
training,SRR5973325,data/camda_amr_2025/processed/assemblies/train/SRR5973325.fasta,missing
training,SRR5973331,data/camda_amr_2025/processed/assemblies/train/SRR5973331.fasta,missing
training,SRR5973332,data/camda_amr_2025/processed/assemblies/train/SRR5973332.fasta,missing
training,SRR5973334,data/camda_amr_2025/processed/assemblies/train/SRR5973334.fasta,missing
training,SRR5973339,data/camda_amr_2025/processed/assemblies/train/SRR5973339.fasta,missing
training,SRR5973340,data/camda_amr_2025/processed/assemblies/train/SRR5973340.fasta,missing
training,SRR5973341,data/camda_amr_2025/processed/assemblies/train/SRR5973341.fasta,missing
training,SRR5973344,data/camda_amr_2025/processed/assemblies/train/SRR5973344.fasta,missing
training,SRR5973347,data/camda_amr_2025/processed/assemblies/train/SRR5973347.fasta,missing
training,SRR5973349,data/camda_amr_2025/processed/assemblies/train/SRR5973349.fasta,missing
training,SRR5973353,data/camda_amr_2025/processed/assemblies/train/SRR5973353.fasta,missing
training,SRR5973354,data/camda_amr_2025/processed/assemblies/train/SRR5973354.fasta,missing
training,SRR5973355,data/camda_amr_2025/processed/assemblies/train/SRR5973355.fasta,missing
training,SRR5973359,data/camda_amr_2025/processed/assemblies/train/SRR5973359.fasta,missing
training,SRR5973360,data/camda_amr_2025/processed/assemblies/train/SRR5973360.fasta,missing
training,SRR5973361,data/camda_amr_2025/processed/assemblies/train/SRR5973361.fasta,missing
training,SRR5973363,data/camda_amr_2025/processed/assemblies/train/SRR5973363.fasta,missing
training,SRR5973364,data/camda_amr_2025/processed/assemblies/train/SRR5973364.fasta,missing
training,SRR5973367,data/camda_amr_2025/processed/assemblies/train/SRR5973367.fasta,missing
training,SRR5973368,data/camda_amr_2025/processed/assemblies/train/SRR5973368.fasta,missing
training,SRR5973370,data/camda_amr_2025/processed/assemblies/train/SRR5973370.fasta,missing
training,SRR5973373,data/camda_amr_2025/processed/assemblies/train/SRR5973373.fasta,missing
training,SRR5973380,data/camda_amr_2025/processed/assemblies/train/SRR5973380.fasta,missing
training,SRR5973382,data/camda_amr_2025/processed/assemblies/train/SRR5973382.fasta,missing
training,SRR5973385,data/camda_amr_2025/processed/assemblies/train/SRR5973385.fasta,missing
training,SRR5973386,data/camda_amr_2025/processed/assemblies/train/SRR5973386.fasta,missing
training,SRR5973387,data/camda_amr_2025/processed/assemblies/train/SRR5973387.fasta,missing
training,SRR5973390,data/camda_amr_2025/processed/assemblies/train/SRR5973390.fasta,missing
training,SRR5973393,data/camda_amr_2025/processed/assemblies/train/SRR5973393.fasta,missing
training,SRR5973394,data/camda_amr_2025/processed/assemblies/train/SRR5973394.fasta,missing
training,SRR5973406,data/camda_amr_2025/processed/assemblies/train/SRR5973406.fasta,missing
training,SRR5973407,data/camda_amr_2025/processed/assemblies/train/SRR5973407.fasta,missing
training,SRR5973408,data/camda_amr_2025/processed/assemblies/train/SRR5973408.fasta,missing
training,SRR6037661,data/camda_amr_2025/processed/assemblies/train/SRR6037661.fasta,missing
training,SRR6037662,data/camda_amr_2025/processed/assemblies/train/SRR6037662.fasta,missing
training,SRR6037663,data/camda_amr_2025/processed/assemblies/train/SRR6037663.fasta,missing
training,SRR6238585,data/camda_amr_2025/processed/assemblies/train/SRR6238585.fasta,missing
training,SRR6310475,data/camda_amr_2025/processed/assemblies/train/SRR6310475.fasta,missing
training,SRR654213,data/camda_amr_2025/processed/assemblies/train/SRR654213.fasta,missing
training,SRR654250,data/camda_amr_2025/processed/assemblies/train/SRR654250.fasta,missing
training,SRR654292,data/camda_amr_2025/processed/assemblies/train/SRR654292.fasta,missing
training,SRR654338,data/camda_amr_2025/processed/assemblies/train/SRR654338.fasta,missing
training,SRR654382,data/camda_amr_2025/processed/assemblies/train/SRR654382.fasta,missing
training,SRR654415,data/camda_amr_2025/processed/assemblies/train/SRR654415.fasta,missing
training,SRR6703158,data/camda_amr_2025/processed/assemblies/train/SRR6703158.fasta,missing
training,SRR6703161,data/camda_amr_2025/processed/assemblies/train/SRR6703161.fasta,missing
training,SRR6799223,data/camda_amr_2025/processed/assemblies/train/SRR6799223.fasta,missing
training,SRR6799372,data/camda_amr_2025/processed/assemblies/train/SRR6799372.fasta,missing
training,SRR6799376,data/camda_amr_2025/processed/assemblies/train/SRR6799376.fasta,missing
training,SRR6799378,data/camda_amr_2025/processed/assemblies/train/SRR6799378.fasta,missing
training,SRR6799380,data/camda_amr_2025/processed/assemblies/train/SRR6799380.fasta,missing
training,SRR6799383,data/camda_amr_2025/processed/assemblies/train/SRR6799383.fasta,missing
training,SRR6799386,data/camda_amr_2025/processed/assemblies/train/SRR6799386.fasta,missing
training,SRR6799388,data/camda_amr_2025/processed/assemblies/train/SRR6799388.fasta,missing
training,SRR6799390,data/camda_amr_2025/processed/assemblies/train/SRR6799390.fasta,missing
training,SRR6799401,data/camda_amr_2025/processed/assemblies/train/SRR6799401.fasta,missing
training,SRR6799403,data/camda_amr_2025/processed/assemblies/train/SRR6799403.fasta,missing
training,SRR6799406,data/camda_amr_2025/processed/assemblies/train/SRR6799406.fasta,missing
training,SRR6799409,data/camda_amr_2025/processed/assemblies/train/SRR6799409.fasta,missing
training,SRR6799416,data/camda_amr_2025/processed/assemblies/train/SRR6799416.fasta,missing
training,SRR6807650,data/camda_amr_2025/processed/assemblies/train/SRR6807650.fasta,missing
training,SRR6807652,data/camda_amr_2025/processed/assemblies/train/SRR6807652.fasta,missing
training,SRR6807658,data/camda_amr_2025/processed/assemblies/train/SRR6807658.fasta,missing
training,SRR6817615,data/camda_amr_2025/processed/assemblies/train/SRR6817615.fasta,missing
training,SRR6818604,data/camda_amr_2025/processed/assemblies/train/SRR6818604.fasta,missing
training,SRR6818605,data/camda_amr_2025/processed/assemblies/train/SRR6818605.fasta,missing
training,SRR6818794,data/camda_amr_2025/processed/assemblies/train/SRR6818794.fasta,missing
training,SRR6818824,data/camda_amr_2025/processed/assemblies/train/SRR6818824.fasta,missing
training,SRR6818875,data/camda_amr_2025/processed/assemblies/train/SRR6818875.fasta,missing
training,SRR6985636,data/camda_amr_2025/processed/assemblies/train/SRR6985636.fasta,missing
training,SRR6985639,data/camda_amr_2025/processed/assemblies/train/SRR6985639.fasta,missing
training,SRR6985643,data/camda_amr_2025/processed/assemblies/train/SRR6985643.fasta,missing
training,SRR6985644,data/camda_amr_2025/processed/assemblies/train/SRR6985644.fasta,missing
training,SRR6985647,data/camda_amr_2025/processed/assemblies/train/SRR6985647.fasta,missing
training,SRR6985650,data/camda_amr_2025/processed/assemblies/train/SRR6985650.fasta,missing
training,SRR6985655,data/camda_amr_2025/processed/assemblies/train/SRR6985655.fasta,missing
training,SRR6985658,data/camda_amr_2025/processed/assemblies/train/SRR6985658.fasta,missing
training,SRR6985662,data/camda_amr_2025/processed/assemblies/train/SRR6985662.fasta,missing
training,SRR6985671,data/camda_amr_2025/processed/assemblies/train/SRR6985671.fasta,missing
training,SRR6985676,data/camda_amr_2025/processed/assemblies/train/SRR6985676.fasta,missing
training,SRR6985679,data/camda_amr_2025/processed/assemblies/train/SRR6985679.fasta,missing
training,SRR6985682,data/camda_amr_2025/processed/assemblies/train/SRR6985682.fasta,missing
training,SRR6985684,data/camda_amr_2025/processed/assemblies/train/SRR6985684.fasta,missing
training,SRR6985685,data/camda_amr_2025/processed/assemblies/train/SRR6985685.fasta,missing
training,SRR6985689,data/camda_amr_2025/processed/assemblies/train/SRR6985689.fasta,missing
training,SRR6985693,data/camda_amr_2025/processed/assemblies/train/SRR6985693.fasta,missing
training,SRR6985696,data/camda_amr_2025/processed/assemblies/train/SRR6985696.fasta,missing
training,SRR6985697,data/camda_amr_2025/processed/assemblies/train/SRR6985697.fasta,missing
training,SRR6985700,data/camda_amr_2025/processed/assemblies/train/SRR6985700.fasta,missing
training,SRR6985702,data/camda_amr_2025/processed/assemblies/train/SRR6985702.fasta,missing
training,SRR6985705,data/camda_amr_2025/processed/assemblies/train/SRR6985705.fasta,missing
training,SRR6985706,data/camda_amr_2025/processed/assemblies/train/SRR6985706.fasta,missing
training,SRR6985709,data/camda_amr_2025/processed/assemblies/train/SRR6985709.fasta,missing
training,SRR6985711,data/camda_amr_2025/processed/assemblies/train/SRR6985711.fasta,missing
training,SRR6985712,data/camda_amr_2025/processed/assemblies/train/SRR6985712.fasta,missing
training,SRR6985715,data/camda_amr_2025/processed/assemblies/train/SRR6985715.fasta,missing
training,SRR6985716,data/camda_amr_2025/processed/assemblies/train/SRR6985716.fasta,missing
training,SRR6985719,data/camda_amr_2025/processed/assemblies/train/SRR6985719.fasta,missing
training,SRR6985722,data/camda_amr_2025/processed/assemblies/train/SRR6985722.fasta,missing
training,SRR6985724,data/camda_amr_2025/processed/assemblies/train/SRR6985724.fasta,missing
training,SRR6985727,data/camda_amr_2025/processed/assemblies/train/SRR6985727.fasta,missing
training,SRR6985732,data/camda_amr_2025/processed/assemblies/train/SRR6985732.fasta,missing
training,SRR6985734,data/camda_amr_2025/processed/assemblies/train/SRR6985734.fasta,missing
training,SRR6985738,data/camda_amr_2025/processed/assemblies/train/SRR6985738.fasta,missing
training,SRR6985740,data/camda_amr_2025/processed/assemblies/train/SRR6985740.fasta,missing
training,SRR6994965,data/camda_amr_2025/processed/assemblies/train/SRR6994965.fasta,missing
training,SRR6994975,data/camda_amr_2025/processed/assemblies/train/SRR6994975.fasta,missing
training,SRR6994976,data/camda_amr_2025/processed/assemblies/train/SRR6994976.fasta,missing
training,SRR6994978,data/camda_amr_2025/processed/assemblies/train/SRR6994978.fasta,missing
training,SRR6994980,data/camda_amr_2025/processed/assemblies/train/SRR6994980.fasta,missing
training,SRR6994983,data/camda_amr_2025/processed/assemblies/train/SRR6994983.fasta,missing
training,SRR6994986,data/camda_amr_2025/processed/assemblies/train/SRR6994986.fasta,missing
training,SRR6994988,data/camda_amr_2025/processed/assemblies/train/SRR6994988.fasta,missing
training,SRR6994989,data/camda_amr_2025/processed/assemblies/train/SRR6994989.fasta,missing
training,SRR6994991,data/camda_amr_2025/processed/assemblies/train/SRR6994991.fasta,missing
training,SRR6994993,data/camda_amr_2025/processed/assemblies/train/SRR6994993.fasta,missing
training,SRR6994997,data/camda_amr_2025/processed/assemblies/train/SRR6994997.fasta,missing
training,SRR6995000,data/camda_amr_2025/processed/assemblies/train/SRR6995000.fasta,missing
training,SRR6995002,data/camda_amr_2025/processed/assemblies/train/SRR6995002.fasta,missing
